-- DTU dataset for estimating relative camera pose (Training data)
23 35 16 0.993764 0.103046 0.041931 0.007495 -0.327601 -0.608871 -0.722464
3 19 29 0.877502 0.125000 -0.259199 -0.383641 0.618204 0.654236 -0.435660
17 22 57 0.988936 0.086896 -0.089399 -0.080387 -0.076029 0.571691 -0.816939
18 34 74 0.935944 0.211868 0.249401 0.130077 -0.180503 -0.850473 -0.494080
21 38 77 0.994262 0.096967 -0.034230 -0.029487 -0.069680 0.263786 -0.962061
2 16 30 0.936113 0.154962 -0.173455 -0.263803 -0.388365 0.539690 -0.746932
36 46 20 0.911226 0.109091 0.387080 0.089079 0.368180 -0.870000 -0.327938
18 42 61 0.950797 0.299024 0.081006 0.002625 -0.509072 -0.056392 -0.858875
28 31 26 0.988093 0.091186 -0.106157 -0.063938 -0.544196 0.012120 -0.838871
32 44 68 0.971279 0.088938 -0.210413 -0.066582 -0.104350 0.659934 -0.744042
4 17 55 0.977584 0.203782 0.040370 0.034230 -0.755899 -0.294999 -0.584459
10 15 71 0.991889 0.090355 -0.053057 -0.071949 -0.671508 -0.111312 -0.732589
44 46 74 0.979629 0.005596 0.198389 0.030610 0.647669 -0.749083 0.139279
40 41 53 0.994892 0.003257 0.099718 0.015343 -0.284495 -0.884623 0.369466
34 36 59 0.977072 -0.012706 -0.199432 -0.073460 0.192061 0.902462 -0.385583
2 15 25 0.967461 0.175756 -0.095153 -0.155163 -0.677080 0.001478 -0.735908
32 33 45 0.994265 -0.005437 -0.100201 -0.036969 -0.453818 0.751030 -0.479587
36 37 44 0.994246 -0.006110 -0.100355 -0.036974 0.349303 0.887913 -0.299328
46 48 53 0.979455 0.005701 0.199196 0.030911 0.881065 -0.471383 -0.039007
28 48 62 0.979145 0.196002 -0.037443 -0.038166 -0.117034 -0.245155 -0.962394
7 40 73 0.918464 0.379530 -0.066976 -0.088857 -0.167988 0.664870 -0.727824
42 43 45 0.994791 0.003590 0.100692 0.015444 0.116716 -0.927465 0.355226
11 13 51 0.994771 0.101110 0.013774 0.004094 -0.058412 -0.869706 -0.490101
16 34 27 0.979862 0.198501 0.016075 -0.014441 -0.394717 -0.285935 -0.873178
20 21 1 0.992985 0.009147 0.100133 0.062212 -0.398255 -0.852559 0.338433
31 46 1 0.987354 0.094107 -0.119989 -0.043340 -0.379096 0.287588 -0.879534
38 40 4 0.994694 0.100955 0.018196 -0.007858 -0.259907 -0.248342 -0.933153
3 16 35 0.979240 0.191372 -0.027642 -0.060845 -0.711023 -0.145199 -0.688014
32 43 48 0.944649 0.082065 -0.304406 -0.090775 0.113645 0.774804 -0.621903
27 47 29 0.979597 0.197291 -0.020985 -0.032020 -0.128596 -0.233623 -0.963786
22 43 49 0.965624 0.205961 0.155270 0.032264 -0.358312 -0.631960 -0.687197
7 20 35 0.965308 0.175746 -0.128785 -0.143902 0.196955 0.695088 -0.691420
23 38 19 0.957814 0.077179 -0.243777 -0.131180 0.590094 0.721843 -0.361568
26 28 71 0.972038 0.017923 0.199078 0.123245 0.954664 -0.288423 -0.073684
2 16 70 0.936113 0.154962 -0.173455 -0.263803 -0.388365 0.539690 -0.746932
8 35 3 0.954219 0.296634 0.037644 -0.007554 -0.560821 -0.062457 -0.825578
2 22 72 0.813628 0.192831 -0.346731 -0.424975 0.497186 0.692935 -0.522157
27 45 9 0.955376 0.182053 -0.209536 -0.101037 -0.146465 0.451892 -0.879967
13 27 6 0.992165 0.091694 -0.061199 -0.058784 -0.552506 -0.293955 -0.779953
31 33 37 0.977099 -0.011116 -0.199366 -0.073528 -0.383929 0.719262 -0.579018
14 25 12 0.979888 0.082252 -0.138615 -0.117639 -0.425454 0.435637 -0.793228
16 26 32 0.970450 0.114164 0.174448 0.121496 0.379710 -0.874656 -0.301325
31 48 24 0.991774 0.102727 0.075997 0.007501 0.449650 -0.586895 -0.673327
8 24 16 0.972926 0.206571 0.086358 0.057315 -0.488283 -0.594698 -0.638681
18 37 57 0.979921 0.194915 -0.020086 -0.036872 -0.363083 0.209736 -0.907845
10 36 36 0.875694 0.233238 -0.319738 -0.276635 0.323209 0.721902 -0.611877
34 37 21 0.948642 -0.018601 -0.296359 -0.109108 0.414800 0.866742 -0.276946
43 45 63 0.979658 0.005976 0.198220 0.030703 0.487837 -0.845383 0.217585
22 37 8 0.993774 0.096213 -0.044430 -0.034377 -0.104328 0.286956 -0.952246
6 8 20 0.938524 0.039876 0.198791 0.279402 0.228400 -0.937950 0.260929
16 42 28 0.938940 0.275921 -0.168589 -0.117633 0.063194 0.592721 -0.802925
23 38 40 0.957814 0.077179 -0.243777 -0.131180 0.590094 0.721843 -0.361568
18 35 55 0.961687 0.208617 0.161247 0.075077 -0.429856 -0.684665 -0.588606
8 19 43 0.955945 0.064706 -0.182734 -0.220433 0.539599 0.702916 -0.463403
34 45 51 0.990238 0.103233 0.092922 0.011725 0.132486 -0.814967 -0.564159
23 38 28 0.957814 0.077179 -0.243777 -0.131180 0.590094 0.721843 -0.361568
37 43 17 0.971421 0.107869 0.207391 0.041169 -0.132946 -0.965650 -0.223263
35 42 43 0.990010 0.094874 -0.097313 -0.037541 0.097490 0.522878 -0.846814
7 16 6 0.946381 0.126990 0.201316 0.218424 0.067644 -0.985639 -0.154724
42 43 75 0.994791 0.003590 0.100692 0.015444 0.116716 -0.927465 0.355226
38 41 76 0.987590 0.104742 0.115717 0.017451 -0.455076 -0.771289 -0.444993
36 39 16 0.951781 0.082493 -0.282881 -0.085359 0.691669 0.698545 -0.183379
11 14 20 0.988224 0.086198 -0.077350 -0.100005 -0.705870 -0.127667 -0.696742
16 24 50 0.994974 0.096914 -0.013065 -0.021534 -0.497280 -0.265974 -0.825815
11 27 58 0.978790 0.190973 -0.040894 -0.061865 -0.387626 -0.469461 -0.793317
13 14 19 0.990297 -0.013112 -0.101022 -0.094519 -0.611309 0.640280 -0.465127
26 28 23 0.972038 0.017923 0.199078 0.123245 0.954664 -0.288423 -0.073684
4 40 70 0.864851 0.452144 -0.142278 -0.165394 -0.008382 0.844020 -0.536246
7 39 5 0.907065 0.366553 -0.151962 -0.140639 0.207661 0.766367 -0.607913
17 37 76 0.967683 0.181005 -0.137528 -0.109142 0.078973 0.600587 -0.795649
23 43 50 0.978398 0.201587 0.044992 -0.008691 -0.301818 -0.271443 -0.913906
21 35 38 0.954738 0.115211 0.251215 0.109967 -0.098034 -0.986525 -0.130989
13 26 52 0.976258 0.080041 -0.154004 -0.129602 -0.538538 0.322493 -0.778444
23 24 34 0.992978 0.009932 0.100294 0.061947 0.294050 -0.900686 0.319842
36 46 14 0.911226 0.109091 0.387080 0.089079 0.368180 -0.870000 -0.327938
35 36 54 0.994237 -0.006517 -0.100438 -0.036901 0.148912 0.918196 -0.367070
23 41 70 0.968342 0.187470 -0.145003 -0.078372 0.212755 0.573709 -0.790945
13 14 33 0.990297 -0.013112 -0.101022 -0.094519 -0.611309 0.640280 -0.465127
23 33 51 0.960918 0.113815 0.231449 0.100568 0.262878 -0.923607 -0.279008
37 43 49 0.971421 0.107869 0.207391 0.041169 -0.132946 -0.965650 -0.223263
7 18 57 0.994449 0.102164 0.021565 0.013007 -0.732315 -0.220552 -0.644261
10 35 5 0.911450 0.253587 -0.240352 -0.217217 -0.001628 0.633429 -0.773799
16 33 7 0.972084 0.204715 0.106780 0.041752 -0.189317 -0.658538 -0.728345
37 40 59 0.991115 0.095830 -0.085463 -0.034702 0.330494 0.478091 -0.813758
4 9 76 0.962937 0.124717 0.123550 0.204778 -0.056810 -0.984724 -0.164596
36 43 32 0.988825 0.104850 0.104974 0.014573 -0.158098 -0.849632 -0.503120
17 21 30 0.968828 0.074557 -0.181872 -0.150782 0.440914 0.729638 -0.522707
23 38 9 0.957814 0.077179 -0.243777 -0.131180 0.590094 0.721843 -0.361568
10 26 39 0.980309 0.196234 0.001353 -0.021995 -0.391390 -0.507637 -0.767540
7 19 26 0.989625 0.086765 -0.069340 -0.091138 -0.045446 0.634846 -0.771301
17 42 11 0.954225 0.290087 -0.043755 -0.058217 -0.245025 0.318094 -0.915849
3 37 15 0.867686 0.329390 -0.249543 -0.276319 0.211520 0.785198 -0.582000
4 19 62 0.959993 0.168223 -0.119076 -0.189568 -0.024962 0.748998 -0.662102
32 49 43 0.953951 0.107365 0.273757 0.059218 0.699911 -0.438403 -0.563851
14 45 70 0.942745 0.280212 -0.146096 -0.106627 -0.175144 0.306841 -0.935507
31 44 23 0.942637 0.081739 -0.310301 -0.092021 -0.034990 0.701347 -0.711961
35 40 25 0.949943 0.081851 -0.288848 -0.086458 0.562048 0.773402 -0.293176
3 9 62 0.995071 0.097989 -0.002593 -0.015024 -0.724706 -0.486511 -0.487965
18 37 14 0.979921 0.194915 -0.020086 -0.036872 -0.363083 0.209736 -0.907845
3 19 55 0.877502 0.125000 -0.259199 -0.383641 0.618204 0.654236 -0.435660
18 35 8 0.961687 0.208617 0.161247 0.075077 -0.429856 -0.684665 -0.588606
32 46 3 0.994778 0.099330 -0.016530 -0.016673 -0.135295 -0.261609 -0.955644
20 36 14 0.951646 0.114917 0.260627 0.115056 -0.278595 -0.958929 -0.053299
24 25 36 0.992948 0.008709 0.100713 0.061928 0.517604 -0.804765 0.290585
18 22 33 0.994734 0.100368 0.020424 0.003772 -0.583567 -0.289184 -0.758830
35 37 77 0.977033 -0.012543 -0.199652 -0.073410 0.379259 0.880986 -0.282887
15 34 58 0.973186 0.187018 -0.101992 -0.086777 -0.318188 0.240670 -0.916970
5 19 9 0.978986 0.201266 0.028295 0.016645 -0.771708 0.227281 -0.593979
23 25 32 0.971952 0.018481 0.199518 0.123131 0.563477 -0.803103 0.193698
37 43 27 0.971421 0.107869 0.207391 0.041169 -0.132946 -0.965650 -0.223263
17 20 54 0.935122 0.061389 -0.271590 -0.219127 0.758519 0.610432 -0.228082
1 15 77 0.895575 0.134779 -0.236172 -0.352140 -0.371362 0.530646 -0.761909
34 44 47 0.994924 0.099594 -0.004759 -0.013580 -0.131261 -0.259703 -0.956726
22 39 24 0.952482 0.179590 -0.221798 -0.106451 0.621487 0.620484 -0.478282
23 37 51 0.981154 0.086632 -0.149968 -0.085676 0.284840 0.700988 -0.653821
6 22 4 0.952705 0.213585 0.168587 0.135323 -0.681183 -0.592137 -0.430539
25 44 59 0.976052 0.193384 -0.082922 -0.055211 -0.167678 0.222068 -0.960505
24 34 24 0.994276 0.102006 0.031671 0.002581 -0.243409 -0.607717 -0.755931
23 42 13 0.978422 0.195454 -0.050615 -0.043892 -0.127186 0.227173 -0.965513
7 16 46 0.946381 0.126990 0.201316 0.218424 0.067644 -0.985639 -0.154724
21 23 35 0.972014 0.018838 0.199147 0.123181 0.129298 -0.936215 0.326777
24 44 27 0.979256 0.200095 0.028421 -0.014574 -0.233842 -0.261316 -0.936500
22 42 1 0.977467 0.202272 0.060296 -0.002998 -0.382266 -0.268916 -0.884057
13 31 31 0.977287 0.190866 -0.065740 -0.064485 -0.323318 -0.262009 -0.909295
4 40 33 0.864851 0.452144 -0.142278 -0.165394 -0.008382 0.844020 -0.536246
24 44 75 0.979256 0.200095 0.028421 -0.014574 -0.233842 -0.261316 -0.936500
33 41 26 0.910392 0.073488 -0.391231 -0.112800 0.455164 0.824268 -0.336760
47 49 29 0.979670 0.005725 0.198173 0.030694 0.945552 -0.300389 -0.125295
3 37 19 0.867686 0.329390 -0.249543 -0.276319 0.211520 0.785198 -0.582000
35 39 38 0.915272 0.073949 -0.380447 -0.109860 0.685869 0.726157 -0.047746
33 43 55 0.972643 0.088889 -0.204479 -0.065210 0.048177 0.725245 -0.686803
17 40 4 0.926199 0.267575 -0.223185 -0.144044 0.408969 0.689577 -0.597685
22 35 58 0.981137 0.110070 0.147505 0.059131 -0.199081 -0.927575 -0.316182
18 39 30 0.934372 0.272906 -0.189815 -0.128227 0.435475 0.660821 -0.611292
30 47 11 0.986744 0.093573 -0.124877 -0.044571 -0.467704 0.165527 -0.868247
6 17 3 0.934775 0.129889 0.222964 0.244155 -0.146528 -0.985279 -0.088057
3 18 64 0.929667 0.150000 -0.185390 -0.280801 0.093080 0.761448 -0.641509
10 33 67 0.951531 0.283930 -0.074469 -0.091798 -0.403024 0.041028 -0.914270
9 25 34 0.978367 0.201525 0.043423 0.017300 -0.423259 -0.555033 -0.716093
22 45 76 0.912983 0.205913 0.337386 0.101153 -0.015627 -0.853567 -0.520749
18 43 58 0.936574 0.301867 0.171712 0.047114 -0.514827 -0.381251 -0.767855
43 44 69 0.994912 0.003139 0.099507 0.015466 0.313756 -0.890265 0.330130
21 44 62 0.906547 0.205834 0.352727 0.106713 -0.161819 -0.896261 -0.412954
34 36 54 0.977072 -0.012706 -0.199432 -0.073460 0.192061 0.902462 -0.385583
18 23 1 0.984511 0.110158 0.113744 0.075269 -0.372627 -0.866544 -0.332041
24 44 46 0.979256 0.200095 0.028421 -0.014574 -0.233842 -0.261316 -0.936500
33 43 50 0.972643 0.088889 -0.204479 -0.065210 0.048177 0.725245 -0.686803
17 44 49 0.943184 0.300784 0.137864 0.030429 -0.394694 -0.358622 -0.845935
3 19 2 0.877502 0.125000 -0.259199 -0.383641 0.618204 0.654236 -0.435660
22 34 29 0.957864 0.115097 0.241229 0.105157 0.083918 -0.974405 -0.208548
24 38 11 0.919279 0.065180 -0.344212 -0.179431 0.661590 0.718906 -0.213242
13 33 7 0.939181 0.167609 -0.244321 -0.173650 -0.214020 0.464469 -0.859339
16 33 58 0.972084 0.204715 0.106780 0.041752 -0.189317 -0.658538 -0.728345
7 16 33 0.946381 0.126990 0.201316 0.218424 0.067644 -0.985639 -0.154724
31 47 29 0.994703 0.098902 -0.021560 -0.017852 -0.149898 -0.279933 -0.948245
37 41 29 0.994795 0.100717 0.012223 -0.009484 -0.212796 -0.263065 -0.941018
31 47 38 0.994703 0.098902 -0.021560 -0.017852 -0.149898 -0.279933 -0.948245
16 34 4 0.979862 0.198501 0.016075 -0.014441 -0.394717 -0.285935 -0.873178
40 41 33 0.994892 0.003257 0.099718 0.015343 -0.284495 -0.884623 0.369466
28 48 6 0.979145 0.196002 -0.037443 -0.038166 -0.117034 -0.245155 -0.962394
22 45 9 0.912983 0.205913 0.337386 0.101153 -0.015627 -0.853567 -0.520749
18 23 70 0.984511 0.110158 0.113744 0.075269 -0.372627 -0.866544 -0.332041
24 32 1 0.963917 0.112214 0.221626 0.095675 0.426199 -0.836623 -0.344117
34 43 27 0.989491 0.094687 -0.102154 -0.038824 -0.031593 0.505251 -0.862394
11 26 38 0.965712 0.177177 -0.126321 -0.141601 -0.531249 0.026115 -0.846813
22 25 32 0.937339 0.027702 0.295442 0.182597 0.600104 -0.792479 0.108868
7 23 62 0.964360 0.210271 0.128086 0.096902 -0.579644 -0.608837 -0.541599
11 34 9 0.889023 0.242022 -0.292310 -0.256159 -0.007293 0.592041 -0.805875
23 34 46 0.982945 0.109461 0.137462 0.054239 -0.027756 -0.930591 -0.365008
21 39 44 0.972980 0.190289 -0.112507 -0.066647 0.333800 0.506942 -0.794724
3 4 67 0.967014 -0.031070 -0.103499 -0.230665 0.546164 0.756498 -0.359743
6 17 27 0.934775 0.129889 0.222964 0.244155 -0.146528 -0.985279 -0.088057
13 33 12 0.939181 0.167609 -0.244321 -0.173650 -0.214020 0.464469 -0.859339
18 22 26 0.994734 0.100368 0.020424 0.003772 -0.583567 -0.289184 -0.758830
21 43 30 0.939330 0.207104 0.263573 0.072775 -0.347582 -0.812443 -0.468105
3 23 57 0.940967 0.268072 -0.118997 -0.168992 -0.421792 0.481439 -0.768315
24 46 4 0.952996 0.205260 0.215909 0.055235 0.093122 -0.714821 -0.693079
9 43 36 0.913669 0.374270 -0.109599 -0.114539 -0.212066 0.492628 -0.844006
20 37 46 0.977281 0.110351 0.167171 0.069267 -0.529949 -0.818665 -0.221228
27 46 64 0.972442 0.190591 -0.116316 -0.067101 -0.243387 0.142246 -0.959442
4 40 25 0.864851 0.452144 -0.142278 -0.165394 -0.008382 0.844020 -0.536246
20 40 63 0.974714 0.203142 0.092631 0.009287 -0.562052 -0.213131 -0.799170
11 45 37 0.885525 0.351812 -0.236129 -0.190569 -0.069706 0.467169 -0.881416
20 21 36 0.992985 0.009147 0.100133 0.062212 -0.398255 -0.852559 0.338433
44 46 34 0.979629 0.005596 0.198389 0.030610 0.647669 -0.749083 0.139279
2 15 29 0.967461 0.175756 -0.095153 -0.155163 -0.677080 0.001478 -0.735908
30 48 7 0.994568 0.098467 -0.027581 -0.019436 -0.163023 -0.307845 -0.937366
16 35 63 0.976559 0.189202 -0.074731 -0.070353 -0.306845 0.242950 -0.920229
26 45 3 0.974309 0.192217 -0.100120 -0.061248 -0.202151 0.192762 -0.960197
10 42 39 0.846742 0.325411 -0.337735 -0.251138 0.369308 0.727735 -0.577939
26 43 20 0.933912 0.173418 -0.284943 -0.128616 0.169183 0.698037 -0.695788
7 18 18 0.994449 0.102164 0.021565 0.013007 -0.732315 -0.220552 -0.644261
31 34 63 0.948719 -0.016333 -0.296186 -0.109268 -0.116116 0.781770 -0.612660
24 41 63 0.944006 0.175414 -0.253495 -0.117566 0.408450 0.717639 -0.564059
18 38 14 0.972079 0.184922 -0.110796 -0.092686 0.108827 0.578639 -0.808290
25 43 59 0.962588 0.185125 -0.176460 -0.089529 0.034789 0.565647 -0.823913
37 39 54 0.977345 0.089726 -0.182166 -0.059684 0.653961 0.635810 -0.409976
23 35 2 0.993764 0.103046 0.041931 0.007495 -0.327601 -0.608871 -0.722464
15 17 11 0.961293 -0.026332 -0.200726 -0.186900 0.278502 0.858897 -0.429806
17 42 35 0.954225 0.290087 -0.043755 -0.058217 -0.245025 0.318094 -0.915849
25 47 29 0.956666 0.205212 0.200461 0.049938 0.216732 -0.630429 -0.745376
23 46 29 0.919189 0.205448 0.322139 0.095440 0.126070 -0.780170 -0.612732
42 45 76 0.954101 0.009492 0.295813 0.045783 0.468679 -0.868820 0.159661
20 21 21 0.992985 0.009147 0.100133 0.062212 -0.398255 -0.852559 0.338433
39 42 1 0.954291 0.010033 0.295224 0.045505 -0.066246 -0.901242 0.428223
33 37 6 0.909343 -0.023675 -0.389658 -0.143881 0.459720 0.844047 -0.276119
43 44 30 0.994912 0.003139 0.099507 0.015466 0.313756 -0.890265 0.330130
6 8 50 0.938524 0.039876 0.198791 0.279402 0.228400 -0.937950 0.260929
18 40 61 0.949539 0.284634 -0.100424 -0.085283 0.046919 0.574485 -0.817170
3 8 36 0.978864 0.075682 -0.090162 -0.167239 -0.399419 0.606160 -0.687775
37 41 22 0.994795 0.100717 0.012223 -0.009484 -0.212796 -0.263065 -0.941018
14 43 19 0.893009 0.252228 -0.320755 -0.189820 0.235442 0.685148 -0.689304
8 18 34 0.985046 0.082158 -0.093817 -0.118883 -0.095819 0.659875 -0.745240
19 22 1 0.981305 0.111530 0.129869 0.087957 -0.528174 -0.800849 -0.282262
23 38 13 0.957814 0.077179 -0.243777 -0.131180 0.590094 0.721843 -0.361568
6 7 45 0.984620 0.020227 0.100607 0.141396 -0.276480 -0.913317 0.299016
31 47 27 0.994703 0.098902 -0.021560 -0.017852 -0.149898 -0.279933 -0.948245
33 37 49 0.909343 -0.023675 -0.389658 -0.143881 0.459720 0.844047 -0.276119
9 40 22 0.837739 0.318824 -0.357074 -0.262759 0.619972 0.700407 -0.353644
1 23 17 0.736462 0.158489 -0.419719 -0.506301 0.531273 0.621350 -0.575910
7 20 45 0.965308 0.175746 -0.128785 -0.143902 0.196955 0.695088 -0.691420
40 41 5 0.994892 0.003257 0.099718 0.015343 -0.284495 -0.884623 0.369466
10 14 44 0.993289 0.104325 0.038084 0.032295 -0.080812 -0.894985 -0.438716
22 24 68 0.972033 0.019438 0.199082 0.123044 0.353071 -0.897669 0.263689
22 23 4 0.992990 0.009656 0.100177 0.061993 0.060813 -0.936216 0.346124
22 38 27 0.982907 0.087858 -0.140066 -0.080968 0.428341 0.659714 -0.617496
8 35 35 0.954219 0.296634 0.037644 -0.007554 -0.560821 -0.062457 -0.825578
31 44 43 0.942637 0.081739 -0.310301 -0.092021 -0.034990 0.701347 -0.711961
5 19 57 0.978986 0.201266 0.028295 0.016645 -0.771708 0.227281 -0.593979
32 35 17 0.948761 -0.016834 -0.295960 -0.109441 0.066638 0.849761 -0.522939
8 35 43 0.954219 0.296634 0.037644 -0.007554 -0.560821 -0.062457 -0.825578
9 41 54 0.872060 0.340647 -0.277460 -0.215608 0.346944 0.750114 -0.562990
4 7 63 0.990162 0.085476 -0.050158 -0.098776 -0.452252 0.542395 -0.708008
14 44 39 0.922527 0.267675 -0.234759 -0.148937 -0.000344 0.547742 -0.836647
1 16 38 0.831587 0.108684 -0.307186 -0.449764 0.089560 0.709364 -0.699130
6 38 36 0.952226 0.298940 0.061446 0.011145 -0.655165 0.253675 -0.711624
37 43 2 0.971421 0.107869 0.207391 0.041169 -0.132946 -0.965650 -0.223263
15 17 50 0.961293 -0.026332 -0.200726 -0.186900 0.278502 0.858897 -0.429806
14 28 38 0.978660 0.112413 0.142063 0.096985 0.645885 -0.643330 -0.411046
3 4 32 0.967014 -0.031070 -0.103499 -0.230665 0.546164 0.756498 -0.359743
35 38 2 0.948589 -0.018328 -0.296515 -0.109184 0.564946 0.814331 -0.133045
16 42 57 0.938940 0.275921 -0.168589 -0.117633 0.063194 0.592721 -0.802925
27 31 32 0.994945 0.099677 -0.000109 -0.012184 -0.113819 -0.557935 -0.822042
37 41 68 0.994795 0.100717 0.012223 -0.009484 -0.212796 -0.263065 -0.941018
18 41 74 0.955085 0.293237 -0.009870 -0.041569 -0.311824 0.306468 -0.899357
12 13 57 0.990317 -0.013212 -0.100657 -0.094692 -0.796738 0.443268 -0.410759
23 40 75 0.948345 0.177768 -0.237692 -0.111996 0.521129 0.681432 -0.513882
39 42 27 0.954291 0.010033 0.295224 0.045505 -0.066246 -0.901242 0.428223
34 46 8 0.975459 0.105682 0.189595 0.036936 0.371047 -0.840101 -0.395670
8 22 16 0.973977 0.182667 -0.085446 -0.103447 -0.312741 0.474686 -0.822719
13 47 33 0.950665 0.286294 -0.089432 -0.079204 -0.195644 -0.009598 -0.980628
10 33 65 0.951531 0.283930 -0.074469 -0.091798 -0.403024 0.041028 -0.914270
34 45 62 0.990238 0.103233 0.092922 0.011725 0.132486 -0.814967 -0.564159
13 45 63 0.912435 0.262095 -0.267800 -0.164477 -0.041231 0.487115 -0.872364
37 41 20 0.994795 0.100717 0.012223 -0.009484 -0.212796 -0.263065 -0.941018
30 48 1 0.994568 0.098467 -0.027581 -0.019436 -0.163023 -0.307845 -0.937366
28 49 77 0.977910 0.201028 0.057175 -0.003245 0.211121 -0.391403 -0.895674
27 44 54 0.928569 0.171514 -0.300659 -0.133962 0.053955 0.640120 -0.766378
32 33 9 0.994265 -0.005437 -0.100201 -0.036969 -0.453818 0.751030 -0.479587
14 25 18 0.979888 0.082252 -0.138615 -0.117639 -0.425454 0.435637 -0.793228
24 46 37 0.952996 0.205260 0.215909 0.055235 0.093122 -0.714821 -0.693079
3 7 24 0.932181 0.050545 -0.173770 -0.313509 0.412686 0.747711 -0.520210
40 44 36 0.918906 0.013146 0.389662 0.060023 0.294593 -0.922268 0.250273
21 23 56 0.972014 0.018838 0.199147 0.123181 0.129298 -0.936215 0.326777
15 36 48 0.926534 0.160550 -0.278897 -0.194871 0.277152 0.728633 -0.626324
27 48 6 0.976621 0.201990 0.073506 0.002965 0.160891 -0.447694 -0.879593
4 6 17 0.957649 0.061288 -0.134920 -0.246876 0.525697 0.692254 -0.494395
18 39 1 0.934372 0.272906 -0.189815 -0.128227 0.435475 0.660821 -0.611292
21 24 10 0.937398 0.028342 0.295293 0.182441 0.407935 -0.887607 0.213875
34 35 6 0.994265 -0.006246 -0.100157 -0.036958 -0.058857 0.903756 -0.423983
6 39 59 0.920874 0.386600 -0.003694 -0.050172 -0.316644 0.645400 -0.695123
12 13 36 0.990317 -0.013212 -0.100657 -0.094692 -0.796738 0.443268 -0.410759
27 46 21 0.972442 0.190591 -0.116316 -0.067101 -0.243387 0.142246 -0.959442
8 19 54 0.955945 0.064706 -0.182734 -0.220433 0.539599 0.702916 -0.463403
3 37 46 0.867686 0.329390 -0.249543 -0.276319 0.211520 0.785198 -0.582000
9 25 37 0.978367 0.201525 0.043423 0.017300 -0.423259 -0.555033 -0.716093
6 18 7 0.973079 0.118966 0.135464 0.143576 -0.589374 -0.781457 -0.204849
1 25 75 0.858959 0.216990 -0.289881 -0.362041 -0.183239 0.536523 -0.823752
17 24 1 0.987279 0.108692 0.097726 0.062582 -0.215648 -0.898231 -0.382985
11 45 44 0.885525 0.351812 -0.236129 -0.190569 -0.069706 0.467169 -0.881416
14 44 9 0.922527 0.267675 -0.234759 -0.148937 -0.000344 0.547742 -0.836647
14 26 73 0.993544 0.093528 -0.044622 -0.046174 -0.523908 -0.257794 -0.811827
43 44 29 0.994912 0.003139 0.099507 0.015466 0.313756 -0.890265 0.330130
28 29 5 0.990308 0.105352 0.085455 0.029798 0.587524 -0.545385 -0.597805
42 45 62 0.954101 0.009492 0.295813 0.045783 0.468679 -0.868820 0.159661
17 24 73 0.987279 0.108692 0.097726 0.062582 -0.215648 -0.898231 -0.382985
